tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1998-425,Barcelona,Clay,56,A,19980413,13,101792,,,Slava Dosedel,R,183.0,CZE,27.6,102146,,,Jordi Burillo,R,188.0,ESP,25.3,6-3 1-6 7-6(5),3,R64,121.0,4.0,0.0,97.0,70.0,39.0,14.0,14.0,5.0,10.0,6.0,4.0,93.0,45.0,30.0,18.0,14.0,8.0,14.0,57.0,804.0,83.0,567.0
1998-425,Barcelona,Clay,56,A,19980413,14,101774,,,Todd Martin,R,198.0,USA,27.7,101735,,,Richard Fromberg,R,196.0,AUS,27.9,6-2 6-4,3,R64,65.0,3.0,0.0,53.0,33.0,26.0,12.0,9.0,3.0,3.0,1.0,2.0,51.0,28.0,20.0,11.0,9.0,4.0,7.0,65.0,703.0,44.0,946.0
1998-425,Barcelona,Clay,56,A,19980413,15,101404,12.0,,Thomas Muster,L,180.0,AUT,30.5,101382,,,Marcelo Filippini,R,178.0,URU,30.6,6-3 2-6 6-2,3,R64,113.0,3.0,0.0,90.0,55.0,32.0,18.0,12.0,13.0,17.0,5.0,3.0,88.0,47.0,30.0,16.0,13.0,3.0,9.0,27.0,1407.0,51.0,869.0
1998-425,Barcelona,Clay,56,A,19980413,16,103498,,WC,Marat Safin,R,193.0,RUS,18.2,101723,13.0,,Magnus Larsson,R,193.0,SWE,28.0,6-3 6-2,3,R64,57.0,10.0,0.0,46.0,25.0,21.0,14.0,8.0,3.0,3.0,1.0,1.0,65.0,42.0,24.0,10.0,9.0,5.0,9.0,136.0,334.0,31.0,1243.0
1998-425,Barcelona,Clay,56,A,19980413,17,102562,,,Jiri Novak,R,190.0,CZE,23.0,103852,,Q,Feliciano Lopez,L,188.0,ESP,16.5,6-0 6-2,3,R64,46.0,0.0,1.0,53.0,40.0,27.0,8.0,7.0,3.0,3.0,0.0,0.0,37.0,27.0,10.0,5.0,7.0,2.0,7.0,90.0,531.0,551.0,43.0
1998-425,Barcelona,Clay,56,A,19980413,18,101475,,,Carlos Costa,R,183.0,ESP,29.9,102920,,Q,Diego Hipperdinger,R,,ESP,21.2,6-2 6-2,3,R64,53.0,3.0,0.0,40.0,24.0,19.0,9.0,8.0,0.0,1.0,0.0,1.0,48.0,35.0,16.0,5.0,8.0,3.0,8.0,54.0,851.0,339.0,107.0
1998-425,Barcelona,Clay,56,A,19980413,19,102135,,LL,Emilio Benfele Alvarez,R,183.0,ESP,25.4,102287,,,Albert Portas,R,188.0,ESP,24.4,6-7(6) 6-4 6-4,3,R64,138.0,9.0,1.0,131.0,89.0,61.0,19.0,16.0,9.0,11.0,3.0,2.0,107.0,67.0,44.0,22.0,16.0,12.0,16.0,100.0,470.0,36.0,1068.0
1998-425,Barcelona,Clay,56,A,19980413,20,102029,,,Filip Dewulf,R,190.0,BEL,26.0,102271,,,Hicham Arazi,L,175.0,MAR,24.4,6-4 6-4,3,R64,78.0,3.0,5.0,72.0,41.0,27.0,11.0,10.0,8.0,12.0,5.0,3.0,77.0,40.0,24.0,13.0,10.0,12.0,18.0,52.0,866.0,47.0,901.0
1998-425,Barcelona,Clay,56,A,19980413,21,101543,,,Jeff Tarango,L,180.0,USA,29.3,102148,10.0,,Fabrice Santoro,R,178.0,FRA,25.3,6-3 6-1,3,R64,58.0,5.0,3.0,52.0,33.0,24.0,9.0,8.0,4.0,5.0,1.0,3.0,42.0,20.0,11.0,8.0,8.0,1.0,6.0,50.0,874.0,26.0,1438.0
1998-425,Barcelona,Clay,56,A,19980413,22,101965,15.0,,Wayne Ferreira,R,185.0,RSA,26.5,101869,,Q,Juan Luis Tati Rascon,R,,ESP,27.1,6-3 6-2,3,R64,54.0,8.0,1.0,49.0,31.0,24.0,13.0,9.0,2.0,2.0,1.0,1.0,44.0,35.0,22.0,5.0,8.0,2.0,5.0,33.0,1150.0,249.0,154.0
1998-425,Barcelona,Clay,56,A,19980413,23,102247,,,Andrea Gaudenzi,R,183.0,ITA,24.7,103176,,Q,David Sanchez,R,183.0,ESP,19.9,6-4 6-2,3,R64,70.0,1.0,1.0,55.0,44.0,31.0,7.0,9.0,3.0,4.0,0.0,5.0,60.0,41.0,23.0,9.0,9.0,4.0,8.0,48.0,896.0,256.0,151.0
1998-425,Barcelona,Clay,56,A,19980413,24,103252,,Q,Alberto Martin,R,175.0,ESP,19.6,102910,,WC,Salvador Navarro,R,180.0,ESP,21.2,4-6 7-5 6-2,3,R64,119.0,1.0,4.0,88.0,47.0,34.0,22.0,15.0,4.0,7.0,2.0,3.0,93.0,53.0,31.0,22.0,15.0,2.0,7.0,122.0,392.0,164.0,275.0
1998-425,Barcelona,Clay,56,A,19980413,25,102338,1.0,,Yevgeny Kafelnikov,R,190.0,RUS,24.1,101462,,WC,Francisco Roig,R,175.0,ESP,30.0,6-4 4-6 6-4,3,R32,111.0,7.0,6.0,91.0,51.0,37.0,19.0,15.0,9.0,13.0,5.0,0.0,94.0,56.0,35.0,16.0,15.0,6.0,11.0,6.0,3027.0,144.0,318.0
1998-425,Barcelona,Clay,56,A,19980413,26,102506,,Q,Quino Munoz,R,178.0,ESP,23.2,101532,16.0,,Francisco Clavet,L,183.0,ESP,29.4,6-4 6-2,3,R32,79.0,3.0,1.0,78.0,46.0,29.0,17.0,9.0,8.0,9.0,2.0,3.0,62.0,37.0,20.0,11.0,9.0,2.0,6.0,195.0,212.0,45.0,933.0
1998-425,Barcelona,Clay,56,A,19980413,27,102610,9.0,,Albert Costa,R,180.0,ESP,22.8,102869,,,Galo Blanco,R,173.0,ESP,21.5,6-3 6-4,3,R32,71.0,1.0,0.0,52.0,37.0,27.0,11.0,10.0,3.0,4.0,1.0,1.0,64.0,35.0,22.0,14.0,9.0,3.0,6.0,20.0,1575.0,56.0,809.0
1998-425,Barcelona,Clay,56,A,19980413,28,102238,7.0,,Alberto Berasategui,R,173.0,ESP,24.7,101897,,,Fernando Meligeni,L,180.0,BRA,27.0,6-2 6-1,3,R32,54.0,2.0,1.0,44.0,38.0,28.0,2.0,7.0,2.0,2.0,5.0,1.0,62.0,46.0,27.0,2.0,8.0,7.0,12.0,16.0,1820.0,68.0,673.0
1998-425,Barcelona,Clay,56,A,19980413,29,103103,,,Dominik Hrbaty,R,183.0,SVK,20.2,102344,4.0,,Karol Kucera,R,188.0,SVK,24.1,7-6(7) 6-2,3,R32,90.0,6.0,0.0,69.0,40.0,25.0,19.0,10.0,0.0,2.0,3.0,2.0,77.0,46.0,30.0,11.0,10.0,6.0,10.0,58.0,804.0,11.0,2141.0
1998-425,Barcelona,Clay,56,A,19980413,30,101320,14.0,,Magnus Gustafsson,R,185.0,SWE,31.2,102223,,,Karim Alami,R,185.0,MAR,24.8,6-1 6-0,3,R32,46.0,0.0,0.0,37.0,21.0,17.0,12.0,7.0,0.0,0.0,3.0,0.0,45.0,33.0,12.0,6.0,6.0,1.0,6.0,32.0,1187.0,46.0,929.0
1998-425,Barcelona,Clay,56,A,19980413,31,102539,,,Bohdan Ulihrach,R,188.0,CZE,23.1,102650,,Q,Roberto Carretero,R,178.0,ESP,22.6,6-4 6-4,3,R32,90.0,5.0,4.0,73.0,38.0,26.0,18.0,10.0,6.0,8.0,0.0,6.0,72.0,43.0,28.0,11.0,10.0,6.0,10.0,53.0,863.0,317.0,118.0
1998-425,Barcelona,Clay,56,A,19980413,32,102845,6.0,,Carlos Moya,R,190.0,ESP,21.6,101507,,WC,Tomas Carbonell,R,178.0,ESP,29.6,3-6 6-2 6-2,3,R32,90.0,6.0,3.0,76.0,42.0,32.0,18.0,13.0,3.0,5.0,5.0,3.0,81.0,47.0,34.0,10.0,12.0,6.0,10.0,18.0,1744.0,175.0,252.0
1998-425,Barcelona,Clay,56,A,19980413,33,101792,,,Slava Dosedel,R,183.0,CZE,27.6,102456,5.0,,Felix Mantilla,R,180.0,ESP,23.5,6-4 7-6(2),3,R32,89.0,1.0,0.0,76.0,46.0,30.0,13.0,11.0,2.0,6.0,1.0,1.0,77.0,55.0,30.0,8.0,11.0,8.0,13.0,57.0,804.0,12.0,2048.0
1998-425,Barcelona,Clay,56,A,19980413,34,101774,,,Todd Martin,R,198.0,USA,27.7,101404,12.0,,Thomas Muster,L,180.0,AUT,30.5,6-4 7-6(4),3,R32,82.0,11.0,3.0,67.0,39.0,34.0,13.0,11.0,0.0,2.0,3.0,0.0,67.0,49.0,31.0,10.0,11.0,4.0,7.0,65.0,703.0,27.0,1407.0
1998-425,Barcelona,Clay,56,A,19980413,35,103498,,WC,Marat Safin,R,193.0,RUS,18.2,102562,,,Jiri Novak,R,190.0,CZE,23.0,4-6 6-3 7-6(4),3,R32,123.0,7.0,6.0,123.0,55.0,34.0,38.0,16.0,3.0,7.0,0.0,1.0,94.0,57.0,37.0,20.0,15.0,3.0,7.0,136.0,334.0,90.0,531.0
1998-425,Barcelona,Clay,56,A,19980413,36,101475,,,Carlos Costa,R,183.0,ESP,29.9,102856,3.0,,Gustavo Kuerten,R,190.0,BRA,21.5,6-4 6-3,3,R32,72.0,6.0,3.0,59.0,31.0,26.0,15.0,10.0,3.0,4.0,5.0,1.0,60.0,33.0,25.0,8.0,9.0,4.0,7.0,54.0,851.0,10.0,2262.0
1998-425,Barcelona,Clay,56,A,19980413,37,101843,8.0,,Sergi Bruguera,R,188.0,ESP,27.2,102135,,LL,Emilio Benfele Alvarez,R,183.0,ESP,25.4,7-5 6-0,3,R32,71.0,5.0,1.0,47.0,25.0,20.0,12.0,9.0,1.0,3.0,1.0,2.0,56.0,34.0,19.0,7.0,9.0,4.0,10.0,19.0,1610.0,100.0,470.0
1998-425,Barcelona,Clay,56,A,19980413,38,102029,,,Filip Dewulf,R,190.0,BEL,26.0,101543,,,Jeff Tarango,L,180.0,USA,29.3,6-4 7-6(9),3,R32,92.0,4.0,3.0,79.0,52.0,34.0,13.0,11.0,1.0,4.0,3.0,2.0,78.0,52.0,27.0,18.0,11.0,5.0,9.0,52.0,866.0,50.0,874.0
1998-425,Barcelona,Clay,56,A,19980413,39,102247,,,Andrea Gaudenzi,R,183.0,ITA,24.7,101965,15.0,,Wayne Ferreira,R,185.0,RSA,26.5,4-6 6-1 6-2,3,R32,85.0,1.0,2.0,70.0,51.0,35.0,13.0,13.0,3.0,5.0,6.0,4.0,71.0,34.0,21.0,19.0,12.0,5.0,10.0,48.0,896.0,33.0,1150.0
1998-425,Barcelona,Clay,56,A,19980413,40,102374,2.0,,Alex Corretja,R,180.0,ESP,24.0,103252,,Q,Alberto Martin,R,175.0,ESP,19.6,6-1 6-0,3,R32,52.0,1.0,0.0,35.0,14.0,8.0,17.0,7.0,0.0,1.0,0.0,5.0,37.0,22.0,10.0,1.0,6.0,4.0,10.0,8.0,2523.0,122.0,392.0
1998-425,Barcelona,Clay,56,A,19980413,41,102338,1.0,,Yevgeny Kafelnikov,R,190.0,RUS,24.1,102506,,Q,Quino Munoz,R,178.0,ESP,23.2,7-6(7) 3-6 6-1,3,R16,107.0,13.0,6.0,82.0,45.0,36.0,20.0,14.0,2.0,5.0,10.0,4.0,107.0,60.0,44.0,18.0,14.0,11.0,15.0,6.0,3027.0,195.0,212.0
1998-425,Barcelona,Clay,56,A,19980413,42,102238,7.0,,Alberto Berasategui,R,173.0,ESP,24.7,102610,9.0,,Albert Costa,R,180.0,ESP,22.8,6-4 6-4,3,R16,67.0,2.0,3.0,54.0,44.0,32.0,4.0,10.0,3.0,5.0,0.0,1.0,64.0,48.0,28.0,8.0,10.0,4.0,8.0,16.0,1820.0,20.0,1575.0
1998-425,Barcelona,Clay,56,A,19980413,43,103103,,,Dominik Hrbaty,R,183.0,SVK,20.2,101320,14.0,,Magnus Gustafsson,R,185.0,SWE,31.2,5-7 6-4 6-3,3,R16,123.0,8.0,4.0,100.0,55.0,35.0,24.0,16.0,5.0,10.0,2.0,3.0,103.0,67.0,40.0,14.0,15.0,4.0,10.0,58.0,804.0,32.0,1187.0
1998-425,Barcelona,Clay,56,A,19980413,44,102845,6.0,,Carlos Moya,R,190.0,ESP,21.6,102539,,,Bohdan Ulihrach,R,188.0,CZE,23.1,6-4 7-6(3),3,R16,77.0,6.0,0.0,74.0,36.0,24.0,23.0,11.0,2.0,4.0,3.0,1.0,64.0,38.0,26.0,15.0,11.0,2.0,5.0,18.0,1744.0,53.0,863.0
1998-425,Barcelona,Clay,56,A,19980413,45,101774,,,Todd Martin,R,198.0,USA,27.7,101792,,,Slava Dosedel,R,183.0,CZE,27.6,6-3 7-5,3,R16,84.0,3.0,4.0,76.0,41.0,29.0,14.0,11.0,4.0,7.0,2.0,1.0,63.0,40.0,24.0,7.0,10.0,4.0,9.0,65.0,703.0,57.0,804.0
1998-425,Barcelona,Clay,56,A,19980413,46,101475,,,Carlos Costa,R,183.0,ESP,29.9,103498,,WC,Marat Safin,R,193.0,RUS,18.2,6-4 3-6 6-2,3,R16,95.0,7.0,2.0,83.0,57.0,40.0,13.0,14.0,5.0,8.0,3.0,4.0,88.0,39.0,28.0,23.0,13.0,8.0,12.0,54.0,851.0,136.0,334.0
1998-425,Barcelona,Clay,56,A,19980413,47,101843,8.0,,Sergi Bruguera,R,188.0,ESP,27.2,102029,,,Filip Dewulf,R,190.0,BEL,26.0,6-3 1-6 7-5,3,R16,104.0,4.0,0.0,87.0,52.0,35.0,17.0,14.0,7.0,11.0,4.0,2.0,88.0,57.0,42.0,13.0,14.0,3.0,7.0,19.0,1610.0,52.0,866.0
1998-425,Barcelona,Clay,56,A,19980413,48,102247,,,Andrea Gaudenzi,R,183.0,ITA,24.7,102374,2.0,,Alex Corretja,R,180.0,ESP,24.0,3-6 6-1 6-3,3,R16,117.0,1.0,1.0,83.0,59.0,40.0,13.0,12.0,5.0,7.0,4.0,3.0,80.0,41.0,31.0,17.0,13.0,6.0,11.0,48.0,896.0,8.0,2523.0
1998-425,Barcelona,Clay,56,A,19980413,49,102238,7.0,,Alberto Berasategui,R,173.0,ESP,24.7,102338,1.0,,Yevgeny Kafelnikov,R,190.0,RUS,24.1,6-4 6-4,3,QF,61.0,0.0,2.0,58.0,47.0,32.0,5.0,10.0,0.0,2.0,1.0,2.0,58.0,39.0,26.0,7.0,10.0,3.0,7.0,16.0,1820.0,6.0,3027.0
1998-425,Barcelona,Clay,56,A,19980413,50,102845,6.0,,Carlos Moya,R,190.0,ESP,21.6,103103,,,Dominik Hrbaty,R,183.0,SVK,20.2,4-6 6-3 6-3,3,QF,106.0,2.0,5.0,87.0,54.0,31.0,14.0,14.0,2.0,9.0,3.0,3.0,83.0,47.0,26.0,13.0,14.0,4.0,13.0,18.0,1744.0,58.0,804.0
1998-425,Barcelona,Clay,56,A,19980413,51,101774,,,Todd Martin,R,198.0,USA,27.7,101475,,,Carlos Costa,R,183.0,ESP,29.9,6-2 6-4,3,QF,70.0,6.0,3.0,59.0,40.0,30.0,11.0,9.0,6.0,6.0,2.0,1.0,51.0,28.0,17.0,12.0,9.0,1.0,4.0,65.0,703.0,54.0,851.0
1998-425,Barcelona,Clay,56,A,19980413,52,102247,,,Andrea Gaudenzi,R,183.0,ITA,24.7,101843,8.0,,Sergi Bruguera,R,188.0,ESP,27.2,3-6 6-2 6-3,3,QF,97.0,0.0,1.0,64.0,47.0,34.0,11.0,13.0,0.0,3.0,4.0,3.0,91.0,58.0,36.0,12.0,13.0,5.0,10.0,48.0,896.0,19.0,1610.0
1998-425,Barcelona,Clay,56,A,19980413,53,102238,7.0,,Alberto Berasategui,R,173.0,ESP,24.7,102845,6.0,,Carlos Moya,R,190.0,ESP,21.6,7-6(9) 6-4,3,SF,87.0,2.0,6.0,78.0,62.0,41.0,5.0,11.0,5.0,8.0,1.0,0.0,80.0,65.0,38.0,8.0,11.0,3.0,7.0,16.0,1820.0,18.0,1744.0
1998-425,Barcelona,Clay,56,A,19980413,54,101774,,,Todd Martin,R,198.0,USA,27.7,102247,,,Andrea Gaudenzi,R,183.0,ITA,24.7,6-4 7-6(5),3,SF,79.0,12.0,1.0,64.0,45.0,38.0,13.0,11.0,1.0,1.0,3.0,3.0,68.0,36.0,27.0,22.0,11.0,1.0,2.0,65.0,703.0,48.0,896.0
1998-425,Barcelona,Clay,56,A,19980413,55,101774,,,Todd Martin,R,198.0,USA,27.7,102238,7.0,,Alberto Berasategui,R,173.0,ESP,24.7,6-2 1-6 6-3 6-2,5,F,120.0,10.0,6.0,104.0,61.0,48.0,15.0,16.0,9.0,13.0,2.0,4.0,103.0,73.0,43.0,13.0,16.0,8.0,15.0,65.0,703.0,16.0,1820.0
1998-329,Tokyo,Hard,56,A,19980413,1,102053,,,Brian Macphie,L,180.0,USA,25.9,102808,,Q,Kalle Flygt,R,,SWE,21.8,7-6(2) 6-4,3,R64,89.0,11.0,5.0,71.0,43.0,35.0,15.0,11.0,1.0,2.0,4.0,2.0,91.0,51.0,37.0,17.0,11.0,11.0,13.0,181.0,240.0,376.0,87.0
1998-329,Tokyo,Hard,56,A,19980413,2,102118,,,Radomir Vasek,R,188.0,CZE,25.5,102205,,,Sebastien Lareau,R,183.0,CAN,24.9,6-4 4-6 7-6(5),3,R64,143.0,13.0,10.0,127.0,75.0,57.0,21.0,16.0,8.0,11.0,13.0,2.0,126.0,89.0,57.0,20.0,16.0,9.0,12.0,115.0,423.0,99.0,470.0
1998-329,Tokyo,Hard,56,A,19980413,3,102318,16.0,,Andrei Pavel,R,183.0,ROU,24.2,101358,,,Olivier Delaitre,R,170.0,FRA,30.8,6-3 6-0,3,R64,46.0,9.0,0.0,41.0,27.0,22.0,10.0,8.0,0.0,0.0,0.0,5.0,53.0,31.0,15.0,9.0,7.0,2.0,6.0,109.0,439.0,151.0,300.0
1998-329,Tokyo,Hard,56,A,19980413,4,101816,9.0,,Steve Campbell,R,183.0,USA,27.4,102359,,,Andrew Richardson,L,201.0,GBR,24.0,6-1 7-6(6),3,R64,86.0,5.0,2.0,57.0,36.0,28.0,13.0,9.0,2.0,3.0,6.0,3.0,87.0,48.0,28.0,18.0,10.0,8.0,12.0,78.0,581.0,152.0,300.0
1998-329,Tokyo,Hard,56,A,19980413,5,102730,,,Ivo Heuberger,R,188.0,SUI,22.1,101412,,WC,Shuzo Matsuoka,R,185.0,JPN,30.4,6-3 6-3,3,R64,82.0,2.0,1.0,59.0,30.0,23.0,18.0,9.0,8.0,8.0,8.0,0.0,62.0,33.0,23.0,12.0,9.0,3.0,6.0,154.0,293.0,572.0,37.0
1998-329,Tokyo,Hard,56,A,19980413,6,101687,,Q,David Dilucia,R,173.0,USA,28.2,101609,,,David Wheaton,R,193.0,USA,28.8,6-3 3-6 6-3,3,R64,103.0,8.0,3.0,78.0,46.0,39.0,18.0,14.0,5.0,6.0,1.0,1.0,80.0,56.0,38.0,15.0,13.0,8.0,10.0,441.0,66.0,126.0,370.0
1998-329,Tokyo,Hard,56,A,19980413,7,102110,,,Daniel Nestor,L,190.0,CAN,25.6,102524,,,Neville Godwin,R,173.0,RSA,23.1,6-2 6-2,3,R64,61.0,3.0,7.0,48.0,21.0,19.0,15.0,8.0,0.0,0.0,3.0,3.0,57.0,35.0,22.0,7.0,8.0,6.0,10.0,105.0,452.0,190.0,222.0
1998-329,Tokyo,Hard,56,A,19980413,8,102667,,WC,Satoshi Iwabuchi,L,175.0,JPN,22.5,101591,,,Danny Sapsford,R,173.0,GBR,29.0,7-5 0-1 RET,3,R64,15.0,0.0,4.0,43.0,26.0,17.0,10.0,7.0,2.0,3.0,1.0,0.0,43.0,31.0,19.0,7.0,7.0,0.0,2.0,600.0,34.0,231.0,173.0
1998-329,Tokyo,Hard,56,A,19980413,9,102259,14.0,,Jerome Golmard,L,188.0,FRA,24.5,102282,,Q,Tetsuya Chaen,R,,JPN,24.4,6-2 3-6 6-1,3,R64,92.0,4.0,2.0,81.0,54.0,40.0,12.0,12.0,4.0,6.0,1.0,5.0,75.0,42.0,27.0,14.0,12.0,5.0,10.0,85.0,552.0,357.0,98.0
1998-329,Tokyo,Hard,56,A,19980413,10,102998,11.0,,Jan Michael Gambill,R,190.0,USA,20.8,101924,,Q,Stefano Pescosolido,R,185.0,ITA,26.8,6-3 6-2,3,R64,61.0,11.0,2.0,49.0,24.0,17.0,16.0,9.0,3.0,5.0,2.0,3.0,57.0,35.0,18.0,8.0,8.0,4.0,9.0,81.0,578.0,184.0,230.0
1998-329,Tokyo,Hard,56,A,19980413,11,102336,,Q,Kotaro Miyachi,R,,JPN,24.1,102862,,,Allen Belobrajdic,R,175.0,AUS,21.5,6-2 6-1,3,R64,57.0,1.0,2.0,54.0,27.0,22.0,14.0,7.0,2.0,2.0,4.0,2.0,46.0,20.0,13.0,7.0,8.0,3.0,8.0,460.0,61.0,169.0,265.0
1998-329,Tokyo,Hard,56,A,19980413,12,102783,,,Rainer Schuettler,R,180.0,GER,21.9,102652,,,Christian Vinck,L,183.0,GER,22.6,6-4 3-6 6-3,3,R64,118.0,1.0,3.0,79.0,47.0,30.0,16.0,14.0,3.0,7.0,2.0,6.0,113.0,77.0,48.0,12.0,14.0,10.0,15.0,121.0,393.0,104.0,453.0
1998-329,Tokyo,Hard,56,A,19980413,13,101776,,,Sandon Stolle,R,193.0,AUS,27.7,102863,,WC,Takao Suzuki,R,175.0,JPN,21.5,6-2 6-3,3,R64,65.0,4.0,2.0,55.0,34.0,27.0,10.0,9.0,0.0,1.0,0.0,1.0,49.0,31.0,15.0,10.0,8.0,1.0,5.0,118.0,415.0,271.0,141.0
1998-329,Tokyo,Hard,56,A,19980413,14,102300,,WC,Gouichi Motomura,R,173.0,JPN,24.2,101681,,,Chris Wilkinson,R,180.0,GBR,28.2,4-6 6-4 7-5,3,R64,137.0,3.0,6.0,106.0,48.0,31.0,30.0,16.0,6.0,10.0,4.0,4.0,101.0,52.0,35.0,24.0,16.0,7.0,12.0,192.0,216.0,167.0,272.0
1998-329,Tokyo,Hard,56,A,19980413,15,101888,12.0,,Daniel Vacek,R,190.0,CZE,27.0,101947,,,Vincenzo Santopadre,L,183.0,ITA,26.6,6-1 6-4,3,R64,70.0,5.0,3.0,57.0,35.0,26.0,11.0,9.0,1.0,2.0,1.0,1.0,55.0,30.0,14.0,13.0,8.0,3.0,7.0,89.0,532.0,129.0,362.0
1998-329,Tokyo,Hard,56,A,19980413,16,102025,13.0,,Mikael Tillstrom,R,185.0,SWE,26.1,101953,,Q,Kentaro Masuda,R,,JPN,26.6,4-6 6-3 6-0,3,R64,,2.0,0.0,79.0,53.0,37.0,15.0,13.0,2.0,4.0,2.0,2.0,73.0,40.0,22.0,17.0,12.0,4.0,9.0,93.0,511.0,369.0,92.0
1998-329,Tokyo,Hard,56,A,19980413,17,101711,,,Alex Obrien,R,185.0,USA,28.1,102629,,,Oscar Burrieza,R,170.0,ESP,22.7,6-2 6-0,3,R64,62.0,7.0,1.0,47.0,35.0,25.0,9.0,7.0,2.0,2.0,3.0,7.0,49.0,16.0,11.0,10.0,7.0,2.0,7.0,98.0,475.0,131.0,352.0
1998-329,Tokyo,Hard,56,A,19980413,18,102184,,,David Prinosil,R,185.0,GER,25.0,102103,,,Michael Sell,R,180.0,USA,25.6,6-2 6-1,3,R64,60.0,4.0,1.0,41.0,23.0,20.0,10.0,7.0,3.0,3.0,1.0,2.0,50.0,31.0,15.0,8.0,8.0,3.0,8.0,102.0,463.0,140.0,323.0
1998-329,Tokyo,Hard,56,A,19980413,19,101750,,,Cristiano Caratti,R,178.0,ITA,27.8,102743,,Q,Ben Ellwood,R,178.0,AUS,22.0,6-0 7-6(3),3,R64,88.0,3.0,2.0,65.0,44.0,32.0,13.0,9.0,3.0,3.0,6.0,2.0,68.0,43.0,23.0,12.0,9.0,4.0,7.0,143.0,319.0,219.0,183.0
1998-329,Tokyo,Hard,56,A,19980413,20,102694,,,Lars Burgsmuller,R,183.0,GER,22.3,102905,,,Stefan Koubek,L,175.0,AUT,21.2,6-4 6-1,3,R64,62.0,1.0,3.0,46.0,22.0,18.0,14.0,8.0,2.0,3.0,1.0,5.0,65.0,41.0,24.0,9.0,9.0,3.0,8.0,128.0,363.0,149.0,303.0
1998-329,Tokyo,Hard,56,A,19980413,21,101647,10.0,,Byron Black,R,175.0,ZIM,28.5,101890,,,Jonathan Stark,R,188.0,USA,27.0,3-6 7-6(2) 6-4,3,R64,124.0,5.0,3.0,91.0,45.0,30.0,32.0,15.0,2.0,4.0,22.0,5.0,102.0,53.0,42.0,23.0,16.0,6.0,8.0,67.0,682.0,130.0,358.0
1998-329,Tokyo,Hard,56,A,19980413,22,102521,,,Hendrik Dreekmann,R,188.0,GER,23.2,103096,15.0,,Arnaud Clement,R,173.0,FRA,20.3,6-3 6-4,3,R64,70.0,3.0,3.0,46.0,25.0,22.0,12.0,9.0,1.0,2.0,0.0,3.0,67.0,38.0,24.0,13.0,10.0,5.0,9.0,113.0,425.0,91.0,530.0
1998-329,Tokyo,Hard,56,A,19980413,23,102538,,,Tuomas Ketola,R,185.0,FIN,23.1,101833,,,Michael Tebbutt,L,190.0,AUS,27.3,6-4 6-4,3,R64,76.0,3.0,0.0,57.0,34.0,26.0,13.0,9.0,5.0,6.0,8.0,6.0,76.0,38.0,28.0,11.0,9.0,11.0,15.0,135.0,340.0,97.0,488.0
1998-329,Tokyo,Hard,56,A,19980413,24,102770,,,John Van Lottum,R,185.0,NED,22.0,102348,,WC,Hideki Kaneko,R,,JPN,24.1,6-4 0-6 7-5,3,R64,119.0,3.0,6.0,93.0,55.0,36.0,15.0,14.0,6.0,12.0,2.0,6.0,100.0,60.0,36.0,18.0,14.0,6.0,11.0,108.0,448.0,287.0,132.0
1998-329,Tokyo,Hard,56,A,19980413,25,102053,,,Brian Macphie,L,180.0,USA,25.9,102158,1.0,,Patrick Rafter,R,185.0,AUS,25.2,6-3 7-6(4),3,R32,92.0,10.0,5.0,80.0,51.0,41.0,12.0,11.0,5.0,7.0,5.0,3.0,77.0,55.0,35.0,10.0,10.0,6.0,9.0,181.0,240.0,4.0,3254.0
1998-329,Tokyo,Hard,56,A,19980413,26,102318,16.0,,Andrei Pavel,R,183.0,ROU,24.2,102118,,,Radomir Vasek,R,188.0,CZE,25.5,5-7 6-0 7-5,3,R32,97.0,14.0,1.0,92.0,70.0,46.0,10.0,15.0,3.0,7.0,1.0,4.0,86.0,57.0,33.0,12.0,15.0,6.0,13.0,109.0,439.0,115.0,423.0
1998-329,Tokyo,Hard,56,A,19980413,27,102730,,,Ivo Heuberger,R,188.0,SUI,22.1,101816,9.0,,Steve Campbell,R,183.0,USA,27.4,6-3 7-6(4),3,R32,108.0,3.0,2.0,79.0,51.0,35.0,18.0,11.0,3.0,4.0,0.0,4.0,87.0,51.0,35.0,14.0,10.0,8.0,10.0,154.0,293.0,78.0,581.0
1998-329,Tokyo,Hard,56,A,19980413,28,101687,,Q,David Dilucia,R,173.0,USA,28.2,102202,8.0,,Kenneth Carlsen,L,190.0,DEN,24.9,4-6 6-3 6-3,3,R32,126.0,7.0,7.0,89.0,46.0,33.0,18.0,14.0,3.0,7.0,7.0,10.0,104.0,59.0,41.0,15.0,14.0,7.0,13.0,441.0,66.0,63.0,744.0
