player_name,date,player_hard_elo
Adrian Voinea,2002-08-19,1538.5503413321642
Adrian Voinea,2002-08-19,1527.5320189229499
Adrian Voinea,2002-08-26,1500.9821726821212
Adrian Voinea,2002-12-30,1547.472769349591
Adrian Voinea,2002-12-30,1542.6718199323668
Adrian Voinea,2003-01-06,1520.8182029856391
Adrian Voinea,2003-01-13,1529.8425079298115
Adrian Voinea,2003-01-13,1527.2427243414568
Adrian Voinea,2003-02-10,1528.8479580349285
Adrian Voinea,2003-02-10,1516.4238519081887
Adrian Voinea,2003-02-17,1517.750921037117
Adrian Voinea,2003-02-24,1512.0349870226055
Adrian Voinea,2003-03-17,1530.278298041924
Adrien Bossel,2015-03-06,1492.070919617515
Adrien Bossel,2017-02-03,1482.6370496366455
Agustin Calleri,2000-03-20,1518.4825229147239
Agustin Calleri,2000-03-20,1509.7497233730512
Agustin Calleri,2000-07-21,1548.5990785187678
Agustin Calleri,2000-07-21,1532.747594560545
